,time,tweets
383,18:14:29,[]
384,15:43:09,[]
385,02:34:24,[]
386,15:43:07,[]
387,18:14:21,[]
388,15:43:04,[]
389,18:14:25,[]
390,15:43:01,[]
391,18:14:27,[]
392,21:08:58,[]
393,21:08:59,[': Lakers will gladly take Whiteside https:\\/\\/t.co\\/yBG9T2j2kc\n']
394,21:08:50,[]
395,21:08:52,[]
396,21:08:55,[]
397,16:14:14,[]
398,17:49:24,[]
399,15:41:05,[]
400,15:41:04,[]
401,15:41:07,[]
402,15:41:00,[]
403,15:41:03,[]
404,15:41:02,[]
405,15:41:09,[]
406,15:41:08,[]
407,03:36:58,[]
408,04:12:34,['Dom with another goal off of an intercepted pass. 10-3 Lakers. \\ud83d\\ude31\\ud83e\\udd29\n']
409,18:49:49,[]
410,21:47:25,[]
411,21:47:29,[]
412,16:51:48,[]
413,16:51:43,[]
414,16:51:46,[]
415,16:51:44,[]
416,16:16:06,[]
417,16:16:07,[]
418,19:27:25,[]
419,16:16:02,[]
420,16:16:03,[]
421,16:16:00,[]
422,15:58:43,[]
423,15:58:42,"["": Man Kawhi don't wanna come to no damn Lakers. Not even going to get myself started on that. Nope. Nope. Nope.\n""]"
424,15:58:40,[]
425,15:58:46,[]
426,15:58:45,[]
427,19:27:28,[]
428,19:32:50,[]
429,18:48:19,[]
430,19:19:28,['LeBron is coming to the Lakers !\n']
431,19:19:29,[]
432,19:19:27,[]
433,19:19:25,[]
434,19:19:22,[]
435,18:48:11,[]
436,19:19:21,[]
437,18:47:01,[]
438,18:45:42,[]
439,18:45:43,[]
440,18:45:45,[]
441,18:45:47,[]
442,18:45:48,[]
443,18:44:21,[]
444,18:44:20,[]
445,18:44:23,[]
446,18:44:25,['! The Lakers continue league play taking on Clackamas\\u2026 https:\\/\\/t.co\\/jqCbzPBTLz\n']
447,18:44:24,[]
448,18:44:29,[]
449,18:44:28,[]
450,16:33:32,[]
451,16:33:33,[]
452,16:33:30,[]
453,16:33:37,[]
454,16:05:48,[]
455,16:05:49,[]
456,16:05:46,[': Photoshopped Lakers jersey season has come early I see https:\\/\\/t.co\\/chTSXkLGWE\n']
457,16:05:47,[]
458,16:33:38,[]
459,16:05:42,[]
460,16:05:43,[]
461,16:09:35,[]
462,20:08:28,[]
463,20:08:29,[]
464,20:08:24,[]
465,20:08:25,[]
466,20:08:26,[]
467,16:53:41,[]
468,16:53:44,"[""There's no money on the market. Lakers, Hawks, Bulls, Mavs. Lakers aren't chasing Parker. Bulls and Hawks might, but I don't think he can play with Lauri, so that leaves us and Hawks. Bucks aren't paying him. He's going to be cheaper than people think.\n""]"
469,16:53:47,[]
470,16:53:46,[]
471,16:10:04,[]
472,16:53:48,[]
473,16:10:06,['expected to purse star F Kawhi Leonard via trade this summer. Lakers prepared to offer Kyle Kuzma \\/ Brandon Ingram in their deal.\\n\n']
474,16:10:00,[]
475,16:10:01,[]
476,16:10:02,[]
477,20:04:23,[]
478,20:04:27,[]
479,19:40:24,[]
480,19:40:25,[]
481,17:17:19,"[""Cole is Robert Horry on the Lakers if we being real. Played with some stars bigger than him but every now and then he'd let off a shot to remind you he was with the shits.\n""]"
482,17:17:18,[]
483,19:40:21,[]
484,17:17:12,[]
485,17:17:17,"['When you have a 20-year NBA career at the level of that of Los Angeles Lakers legend Kobe Bryant, you are bound... https:\\/\\/t.co\\/FqEjbqW8KD\n']"
486,17:17:16,[]
487,17:17:14,[]
488,16:14:31,[]
489,17:09:59,[]
490,16:14:33,[]
491,16:14:32,[]
492,16:37:49,[]
